District,Type,A24,A5P,MH,SFA,SFD,GQ
CT1,Metropolitan,0,225,0,0,0,0
CT2,Metropolitan,0,0,0,0,0,0
CT3,Metropolitan,0,105,0,0,0,0
CT4,Metropolitan,0,0,0,0,0,0
CT5,Metropolitan,0,0,0,0,0,0
CT6,Metropolitan,0,141,0,0,0,0
CT7,Metropolitan,0,1152,0,52,0,0
CT8,Metropolitan,0,0,0,0,0,0
CT9,Metropolitan,0,526,0,0,0,0
CT10,Metropolitan,0,300,0,66,0,0
CT11,Metropolitan,0,253,0,0,0,0
CT12,Metropolitan,0,0,0,0,0,0
CT13,Metropolitan,0,0,0,0,0,0
CT14,Metropolitan,0,79,0,0,0,0
CT15,Metropolitan,0,156,0,0,0,0
CT16,Metropolitan,0,0,0,0,0,0
CT17,Metropolitan,0,356,0,596,1441,0
CT18,Metropolitan,0,2066,0,0,4102,0
CT19,Metropolitan,0,396,0,0,413,0
CT20,Metropolitan,0,2056,0,104,2440,0
CT21,Metropolitan,0,9017,0,639,4483,0
CT22,Metropolitan,0,4576,0,310,1151,0
CT23,Metropolitan,0,921,0,0,0,0
CT24,Metropolitan,0,1586,0,0,363,0
CT25,Metropolitan,0,438,0,0,151,0
CT26,Metropolitan,0,995,0,552,1067,0
CT27,Metropolitan,0,808,0,796,490,0
CT28,Metropolitan,0,736,0,0,225,0
CT29,Metropolitan,0,0,0,0,0,0
CT30,Metropolitan,0,1025,0,0,1534,0
CT31,Metropolitan,0,339,0,0,0,0
CT32,Metropolitan,0,565,0,0,177,0
CT33,Metropolitan,0,772,156,0,232,0
CT34,Metropolitan,0,809,0,0,3508,0
CT35,Metropolitan,0,674,0,0,2096,0
CT36,Metropolitan,0,993,0,285,2586,0
CT37,Metropolitan,0,3187,0,0,4787,0
CT38,Metropolitan,0,257,0,268,3677,0
CT39,Metropolitan,0,3254,0,0,1497,0
CT40,Metropolitan,0,968,0,0,995,0
CT41,Metropolitan,0,563,0,0,1125,0
CT42,Metropolitan,0,0,0,115,1473,0
CT43,Metropolitan,0,3115,0,412,2011,0
CT44,Metropolitan,0,962,0,0,489,0
CT45,Metropolitan,0,2164,0,0,2160,0
CT46,Metropolitan,0,82,0,167,1138,0
CT47,Metropolitan,0,2924,0,0,3388,0
CT48,Metropolitan,0,1228,0,0,1320,0
CT49,Metropolitan,0,3294,0,295,4424,0
CT50,Metropolitan,0,173,0,202,3683,0
CT51,Metropolitan,0,1154,0,424,3313,0
CT52,Metropolitan,0,3221,0,0,3771,0
CT53,Metropolitan,0,7334,130,1050,7240,0
CT54,Metropolitan,0,2268,0,0,1471,0
CT55,Metropolitan,0,6902,0,56,3860,0
CT56,Metropolitan,0,2701,0,79,3428,0
CT57,Metropolitan,0,713,0,106,1768,0
CT58,Metropolitan,0,638,0,0,2421,0
CT59,Metropolitan,0,1703,0,1216,5388,0
CT60,Metropolitan,0,2705,0,171,2047,0
CT61,Metropolitan,0,115,0,0,1400,0
CT62,Metropolitan,0,0,0,0,831,0
CT63,Metropolitan,0,0,0,0,472,0
CT64,Metropolitan,0,1111,0,238,1873,0
CT65,Metropolitan,0,466,0,676,1889,0
CT66,Metropolitan,0,1092,0,605,841,0
CT67,Metropolitan,0,0,0,0,524,0
CT68,Metropolitan,0,1872,0,125,1039,0
CT69,Metropolitan,0,1375,0,508,136,0
CT70,Metropolitan,0,2177,0,88,337,0
CT71,Metropolitan,0,0,0,0,98,0
CT72,Metropolitan,0,0,0,0,2267,0
CT73,Metropolitan,0,0,0,0,1804,0
CT74,Metropolitan,0,0,0,354,727,0
CT75,Metropolitan,0,279,0,0,1305,0
CT76,Metropolitan,0,504,0,0,1113,0
CT77,Metropolitan,0,0,0,0,1134,0
CT78,Metropolitan,0,0,0,0,1502,0
CT79,Metropolitan,0,0,0,0,0,0
CT80,Metropolitan,0,0,0,0,0,0
CT81,Metropolitan,0,339,0,186,1101,0
CT82,Metropolitan,0,80,0,0,192,0
CT83,Metropolitan,0,619,0,0,192,0
CT84,Metropolitan,0,733,0,0,1404,0
CT85,Metropolitan,0,0,0,0,475,0
CT86,Metropolitan,0,0,0,391,3697,0
CT87,Metropolitan,0,0,0,0,2563,0
CT88,Metropolitan,0,546,0,703,1266,0
CT89,Metropolitan,0,615,0,454,457,0
CT90,Metropolitan,0,0,0,0,2102,0
CT91,Metropolitan,0,0,0,0,449,0
CT92,Metropolitan,0,533,0,0,472,0
CT93,Metropolitan,0,0,0,0,1544,0
CT94,Metropolitan,0,0,0,363,2133,0
CT95,Metropolitan,0,0,0,0,978,0
CT96,Metropolitan,0,0,0,0,121,0
CT97,Metropolitan,0,354,0,0,1137,0
CT98,Metropolitan,0,0,0,180,1195,0
CT99,Metropolitan,0,0,0,0,2721,0
CT100,Metropolitan,0,0,0,0,986,0
CT101,Metropolitan,0,438,0,0,1066,0
CT102,Metropolitan,0,323,0,0,2196,0
CT103,Metropolitan,0,0,0,88,964,0
CT104,Metropolitan,0,0,0,0,0,0
CT105,Metropolitan,0,0,0,333,1781,0
CT106,Metropolitan,0,0,0,0,0,0
CT107,Metropolitan,0,0,0,0,1066,0
CT108,Metropolitan,0,0,0,0,0,0
CT109,Metropolitan,0,369,0,297,2075,0
CT110,Metropolitan,0,0,0,0,0,0
CT111,Metropolitan,0,683,0,228,535,0
CT112,Metropolitan,0,138,0,0,1317,0
CT113,Metropolitan,0,0,0,0,1959,0
CT114,Metropolitan,0,0,0,0,0,0
CT115,Metropolitan,0,0,0,0,1068,0
CT116,Metropolitan,0,229,0,0,2041,0
CT117,Metropolitan,0,0,0,0,804,0
CT118,Metropolitan,0,0,0,0,0,0
CT119,Metropolitan,0,0,0,0,0,0
CT120,Metropolitan,0,0,0,0,1418,0
CT121,Metropolitan,0,0,0,0,0,0
CT122,Metropolitan,0,0,0,0,0,0
CT123,Metropolitan,0,0,0,0,427,0
CT124,Metropolitan,0,0,0,0,518,0
CT125,Metropolitan,0,0,0,0,0,0
CT126,Metropolitan,0,0,0,0,674,0
CT127,Metropolitan,0,0,0,114,1290,0
CT128,Metropolitan,0,0,0,97,8873,0
CT129,Metropolitan,0,98,0,0,121,0
CT130,Metropolitan,0,0,0,0,467,0
CT131,Metropolitan,0,0,0,0,0,0
CT132,Metropolitan,0,275,0,0,1682,0
CT133,Metropolitan,0,0,0,0,1517,0
CT134,Metropolitan,0,503,0,0,0,0
CT135,Metropolitan,0,69,0,0,1164,0
CT136,Metropolitan,0,0,0,0,1603,0
CT137,Metropolitan,0,0,0,365,1689,0
CT138,Metropolitan,0,0,0,0,1340,0
CT139,Metropolitan,0,198,0,0,856,0
CT140,Metropolitan,0,0,0,0,0,0
CT141,Metropolitan,0,1003,0,0,0,0
CT142,Metropolitan,0,772,0,0,1132,0
CT143,Metropolitan,0,138,0,0,3304,0
CT144,Metropolitan,0,888,0,248,3508,0
CT145,Metropolitan,0,657,0,0,2258,0
CT146,Metropolitan,0,171,0,238,7137,0
CT147,Metropolitan,0,0,0,0,1137,0
CT148,Metropolitan,0,0,0,173,1379,0
CT149,Metropolitan,0,0,0,0,2625,0
CT150,Metropolitan,0,0,0,228,1931,0
CT151,Metropolitan,0,0,0,0,955,0
CT152,Metropolitan,0,0,0,0,950,0
CT153,Metropolitan,0,249,0,457,2897,0
CT154,Metropolitan,0,0,0,375,732,0
CT155,Metropolitan,0,0,0,0,0,0
CT156,Metropolitan,0,746,0,0,978,0
CT157,Metropolitan,0,0,0,0,2203,0
CT158,Metropolitan,0,386,0,0,1034,0
CT159,Metropolitan,0,0,0,0,1725,0
CT160,Metropolitan,0,0,0,0,0,0
CT161,Metropolitan,0,0,0,0,271,0
CT162,Metropolitan,0,0,0,0,122,0
CT163,Metropolitan,0,0,0,0,0,0
CT164,Metropolitan,0,0,0,0,0,0
CT165,Metropolitan,0,0,0,0,0,0
CT166,Metropolitan,0,0,0,176,653,0
CT167,Metropolitan,0,0,0,0,176,0
CT168,Metropolitan,0,1872,0,0,2033,0
CT169,Metropolitan,0,0,0,191,0,0
CT170,Metropolitan,0,0,0,0,0,0
CT171,Metropolitan,0,0,0,0,637,0
CT172,Metropolitan,0,0,0,0,299,0
CT173,Metropolitan,0,0,0,0,891,0
CT174,Metropolitan,0,0,0,351,226,0
CT175,Metropolitan,0,0,0,0,120,0
CT176,Metropolitan,0,0,0,0,884,0
CT177,Metropolitan,0,0,0,0,311,0
CT178,Metropolitan,0,0,0,0,0,0
CT179,Metropolitan,0,0,0,0,0,0
CT180,Metropolitan,0,0,0,0,269,0
CT181,Metropolitan,0,0,0,0,62,0
CT182,Metropolitan,0,0,0,0,117,0
CT183,Metropolitan,0,0,0,0,329,0
CT184,Metropolitan,0,0,0,0,0,0
CT185,Metropolitan,0,0,0,125,0,0
CT186,Metropolitan,0,0,0,0,0,0
CT187,Metropolitan,0,0,0,0,294,0
CT188,Metropolitan,0,0,0,354,1369,0
CT189,Metropolitan,0,0,0,0,1622,0
CT190,Metropolitan,0,503,0,0,982,0
CT191,Metropolitan,0,525,0,156,617,0
CT192,Metropolitan,0,576,0,0,1520,0
CT193,Metropolitan,0,137,0,130,2490,0
CT194,Metropolitan,0,0,0,354,921,0
CT195,Metropolitan,0,709,0,0,217,0
CT196,Metropolitan,0,0,0,0,0,0
CT197,Metropolitan,0,1830,0,339,1355,0
CT198,Metropolitan,0,0,0,0,0,0
CT199,Metropolitan,0,0,0,0,934,0
CT200,Metropolitan,0,1493,175,207,3204,0
CT201,Metropolitan,0,114,0,0,61,0
CT202,Metropolitan,0,0,0,0,325,0
CT203,Metropolitan,0,0,0,0,0,0
CT204,Metropolitan,0,0,0,107,1536,0
CT205,Metropolitan,0,0,0,0,825,0
CT206,Metropolitan,0,0,0,0,641,0
CT207,Metropolitan,0,1923,0,312,1947,0
CT208,Metropolitan,0,238,0,0,576,0
CT209,Metropolitan,0,443,0,0,378,0
CT210,Metropolitan,0,558,0,488,7259,0
CT211,Metropolitan,0,0,0,0,0,0
CT212,Metropolitan,0,518,0,0,1258,0
CT213,Metropolitan,0,0,0,0,751,0
CT214,Metropolitan,0,692,0,0,527,0
CT215,Metropolitan,0,539,0,442,3792,0
CT216,Metropolitan,0,1033,0,0,2522,0
CT217,Metropolitan,0,606,0,0,0,0
CT218,Metropolitan,0,0,0,0,1469,0
CT219,Metropolitan,0,725,0,0,3220,0
CT220,Metropolitan,0,0,0,0,4173,0
CT221,Metropolitan,0,1166,0,662,6713,0
CT222,Metropolitan,0,1038,0,556,2654,0
CT223,Metropolitan,0,1421,0,0,5781,0
CT224,Metropolitan,0,663,0,188,1209,0
CT225,Metropolitan,0,270,0,0,2805,0
CT226,Metropolitan,0,0,0,0,2233,0
CT227,Metropolitan,0,1086,0,333,3370,0
CT228,Metropolitan,0,297,0,0,1787,0
CT229,Metropolitan,0,590,0,77,4706,0
CT230,Metropolitan,0,0,0,0,0,0
CT231,Metropolitan,0,0,0,0,386,0
CT232,Metropolitan,0,259,0,155,480,0
CT233,Metropolitan,0,418,0,245,906,0
CT234,Metropolitan,0,1564,0,204,3807,0
CT235,Metropolitan,0,1016,0,0,576,0
CT236,Metropolitan,0,2481,0,0,1749,0
CT237,Metropolitan,0,3601,0,0,5922,0
CT238,Metropolitan,0,3805,0,599,4101,0
CT239,Metropolitan,0,3360,0,255,9452,0
CT240,Metropolitan,0,834,0,198,9368,0
CT241,Metropolitan,0,250,0,0,957,0
CT242,Metropolitan,0,0,0,77,2199,0
CT243,Metropolitan,0,709,0,550,5406,0
CT244,Metropolitan,0,1175,0,0,206,0
CT245,Metropolitan,0,0,0,190,2159,0
CT246,Metropolitan,0,2792,0,414,1401,0
CT247,Metropolitan,0,2035,0,457,6863,0
CT248,Metropolitan,0,2943,0,437,2999,0
CT249,Metropolitan,0,194,0,0,4302,0
CT250,Metropolitan,0,1403,0,438,1792,0
CT251,Metropolitan,0,362,0,233,1028,0
CT252,Metropolitan,0,0,0,0,877,0
CT253,Metropolitan,0,2141,0,77,1566,0
CT254,Metropolitan,0,1681,0,0,1637,0
CT255,Metropolitan,0,0,0,0,356,0
CT256,Metropolitan,0,854,0,206,2604,0
CT257,Metropolitan,0,842,0,303,435,0
CT258,Metropolitan,0,0,0,0,2051,0
CT259,Metropolitan,0,280,0,0,1381,0
CT260,Metropolitan,0,266,0,0,278,0
CT261,Metropolitan,0,643,0,257,6204,0
CT262,Metropolitan,0,0,0,0,0,0
CT263,Metropolitan,0,2711,0,493,3482,0
CT264,Metropolitan,0,369,0,141,4527,0
CT265,Metropolitan,0,0,0,297,3199,0
CT266,Metropolitan,0,1521,0,280,1521,0
CT267,Metropolitan,0,0,0,0,1252,0
CT268,Metropolitan,0,1470,0,0,0,0
CT269,Metropolitan,0,482,0,0,858,0
CT270,Metropolitan,0,0,0,0,3444,0
CT271,Metropolitan,0,686,0,0,606,0
CT272,Metropolitan,0,485,0,972,2452,0
CT273,Metropolitan,0,0,0,0,340,0
CT274,Metropolitan,0,0,0,264,943,0
CT275,Metropolitan,0,0,0,0,2364,0
CT276,Metropolitan,0,586,0,0,676,0
CT277,Metropolitan,0,0,0,335,906,0
CT278,Metropolitan,0,0,0,0,130,0
CT279,Metropolitan,0,1323,0,146,3634,0
CT280,Metropolitan,0,0,0,0,799,0
CT281,Metropolitan,0,1107,0,0,2720,0
CT282,Metropolitan,0,0,0,92,3439,0
CT283,Metropolitan,0,0,0,0,2482,0
CT284,Metropolitan,0,278,0,0,345,0
CT285,Metropolitan,0,129,0,155,807,0
CT286,Metropolitan,0,0,0,0,975,0
CT287,Metropolitan,0,882,0,988,2786,0
CT288,Metropolitan,0,998,0,192,1521,0
CT289,Metropolitan,0,0,0,0,2215,0
CT290,Metropolitan,0,0,0,0,636,0
CT291,Metropolitan,0,852,0,535,4509,0
CT292,Metropolitan,0,1298,0,0,3108,0
CT293,Metropolitan,0,0,0,0,0,0
CT294,Metropolitan,0,0,0,0,0,0
CT295,Metropolitan,0,0,0,257,687,0
CT296,Metropolitan,0,0,0,0,1918,0
CT297,Metropolitan,0,301,0,0,2758,0
CT298,Metropolitan,0,0,0,0,0,0
CT299,Metropolitan,0,0,0,162,4101,0
CT300,Metropolitan,0,793,0,571,2010,0
CT301,Metropolitan,0,0,0,0,2201,0
CT302,Metropolitan,0,0,0,0,0,0
CT303,Metropolitan,0,624,0,153,765,0
CT304,Metropolitan,0,382,0,0,194,0
CT305,Metropolitan,0,0,0,0,0,0
CT306,Metropolitan,0,834,0,0,2555,0
CT307,Metropolitan,0,0,0,0,1341,0
CT308,Metropolitan,0,0,0,0,0,0
CT309,Metropolitan,0,0,0,357,1625,0
CT310,Metropolitan,0,285,0,0,777,0
CT311,Metropolitan,0,1277,0,0,2578,0
CT312,Metropolitan,0,386,0,148,2162,0
CT313,Metropolitan,0,623,0,0,1292,0
CT314,Metropolitan,0,0,0,0,2822,0
CT315,Metropolitan,0,0,0,0,1636,0
CT316,Metropolitan,0,291,0,145,1668,0
CT317,Metropolitan,0,690,0,628,3522,0
CT318,Metropolitan,0,0,0,0,1018,0
CT319,Metropolitan,0,0,0,330,1217,0
CT320,Metropolitan,0,0,0,0,0,0
CT321,Metropolitan,0,350,0,0,551,0
CT322,Metropolitan,0,0,0,0,0,0
CT323,Metropolitan,0,0,0,0,0,0
CT324,Metropolitan,0,0,0,0,0,0
CT325,Metropolitan,0,0,0,84,0,0
CT326,Metropolitan,0,0,0,0,0,0
CT327,Metropolitan,0,0,0,0,274,0
CT328,Metropolitan,0,0,0,0,0,0
CT329,Metropolitan,0,0,0,0,1759,0
CT330,Metropolitan,0,260,0,0,2439,0
CT331,Metropolitan,0,0,0,0,0,0
CT332,Metropolitan,0,0,0,0,314,0
CT333,Metropolitan,0,0,0,179,1841,0
CT334,Metropolitan,0,0,0,185,2917,0
CT335,Metropolitan,0,0,0,0,3552,0
CT336,Metropolitan,0,437,0,151,2526,0
CT337,Metropolitan,0,0,0,0,0,0
CT338,Metropolitan,0,0,353,0,762,0
CT339,Metropolitan,0,0,0,0,0,0
CT340,Metropolitan,0,0,0,0,3287,0
CT341,Metropolitan,0,0,0,179,857,0
CT342,Metropolitan,0,253,0,480,599,0
CT343,Metropolitan,0,145,0,126,480,0
CT344,Metropolitan,0,0,0,368,6404,0
CT345,Metropolitan,0,0,0,0,2401,0
CT346,Metropolitan,0,0,0,0,3191,0
CT347,Metropolitan,0,259,0,0,7797,0
CT348,Metropolitan,0,0,0,0,3106,0
CT349,Metropolitan,0,0,0,0,5334,0
CT350,Metropolitan,0,0,0,0,7226,0
CT351,Metropolitan,0,0,0,526,3600,0
CT352,Metropolitan,0,579,0,414,0,0
CT353,Metropolitan,0,0,0,0,365,0
CT354,Metropolitan,0,0,0,0,956,0
CT355,Metropolitan,0,0,0,0,970,0
CT356,Metropolitan,0,0,0,0,254,0
CT357,Metropolitan,0,209,0,357,1113,0
CT358,Metropolitan,0,0,0,0,1437,0
CT359,Metropolitan,0,0,0,0,980,0
CT360,Metropolitan,0,320,0,0,1617,0
CT361,Metropolitan,0,0,0,0,0,0
CT362,Metropolitan,0,0,0,0,1938,0
CT363,Metropolitan,0,0,0,0,532,0
CT364,Metropolitan,0,0,0,135,1545,0
CT365,Metropolitan,0,0,0,0,3636,0
CT366,Metropolitan,0,0,0,97,414,0
CT367,Metropolitan,0,346,0,131,2144,0
CT368,Metropolitan,0,1329,0,108,1072,0
CT369,Metropolitan,0,0,0,225,1888,0
CT370,Metropolitan,0,0,0,0,2292,0
CT371,Metropolitan,0,0,0,0,915,0
CT372,Metropolitan,0,0,0,0,903,0
CT373,Metropolitan,0,0,0,0,4668,0
CT374,Metropolitan,0,0,0,0,5559,0
CT375,Metropolitan,0,0,0,0,1381,0
CT376,Metropolitan,0,0,0,0,847,0
CT377,Metropolitan,0,0,0,320,1539,0
CT378,Metropolitan,0,0,0,0,2654,0
CT379,Metropolitan,0,0,0,254,1811,0
CT380,Metropolitan,0,0,0,0,1824,0
CT381,Metropolitan,0,0,0,0,4226,0
CT382,Metropolitan,0,0,0,0,0,0
CT383,Metropolitan,0,0,0,0,1895,0
CT384,Metropolitan,0,0,0,0,389,0
CT385,Metropolitan,0,0,0,0,1398,0
CT386,Metropolitan,0,0,0,0,1351,0
CT387,Metropolitan,0,0,0,0,726,0
CT388,Metropolitan,0,0,0,0,2059,0
CT389,Metropolitan,0,444,0,0,6357,0
CT390,Metropolitan,0,982,0,0,0,0
CT391,Metropolitan,0,0,0,0,0,0
CT392,Metropolitan,0,0,0,0,0,0
CT393,Metropolitan,0,0,0,0,0,0
CT394,Metropolitan,0,0,0,0,0,0
CT395,Metropolitan,0,654,0,0,0,0
CT396,Metropolitan,0,0,0,0,0,0
CT397,Metropolitan,0,0,0,0,0,0
CT398,Metropolitan,0,1725,0,445,1051,0
CT399,Metropolitan,0,841,0,0,432,0
CT400,Metropolitan,0,0,0,0,750,0
CT401,Metropolitan,0,0,0,0,1365,0
CT402,Metropolitan,0,0,0,0,52,0
CT403,Metropolitan,0,723,0,456,2679,0
CT404,Metropolitan,0,163,0,93,946,0
CT405,Metropolitan,0,947,0,0,0,0
CT406,Metropolitan,0,0,0,0,0,0
CT407,Metropolitan,0,397,0,0,472,0
CT408,Metropolitan,0,126,0,110,0,0
CT409,Metropolitan,0,320,0,0,277,0
CT410,Metropolitan,0,769,0,0,0,0
CT411,Metropolitan,0,0,0,0,0,0
CT412,Metropolitan,0,699,0,330,2023,0
CT413,Metropolitan,0,0,0,0,1396,0
CT414,Metropolitan,0,0,0,0,307,0
CT415,Metropolitan,0,0,0,0,269,0
CT416,Metropolitan,0,0,0,0,0,0
CT417,Metropolitan,0,0,0,148,2337,0
CT418,Metropolitan,0,121,0,266,1033,0
CT419,Metropolitan,0,462,0,0,115,0
CT420,Metropolitan,0,0,0,0,0,0
CT421,Metropolitan,0,473,0,142,619,0
CT422,Metropolitan,0,274,0,0,0,0
CT423,Metropolitan,0,0,0,269,364,0
CT424,Metropolitan,0,0,0,0,1777,0
CT425,Metropolitan,0,0,0,0,404,0
CT426,Metropolitan,0,0,0,0,0,0
CT427,Metropolitan,0,0,0,0,0,0
CT428,Metropolitan,0,784,0,0,475,0
CT429,Metropolitan,0,0,0,0,123,0
CT430,Metropolitan,0,0,0,0,148,0
CT431,Metropolitan,0,727,0,0,0,0
CT432,Metropolitan,0,3268,387,122,3577,0
CT433,Metropolitan,0,2168,0,295,3172,0
CT434,Metropolitan,0,1252,195,0,2026,0
CT435,Metropolitan,0,496,0,0,2435,0
CT436,Metropolitan,0,0,145,401,527,0
CT437,Metropolitan,0,0,0,0,116,0
CT438,Metropolitan,0,1172,0,307,2210,0
CT439,Metropolitan,0,603,0,750,1828,0
CT440,Metropolitan,0,0,0,0,736,0
CT441,Metropolitan,0,0,0,0,2550,0
CT442,Metropolitan,0,0,0,75,1730,0
CT443,Metropolitan,0,1895,0,1541,4475,0
CT444,Metropolitan,0,3878,0,103,0,0
CT445,Metropolitan,0,503,0,0,447,0
CT446,Metropolitan,0,887,0,0,2600,0
CT447,Metropolitan,0,1425,0,1031,1864,0
CT448,Metropolitan,0,75,0,0,170,0
CT449,Metropolitan,0,1185,0,756,530,0
CT450,Metropolitan,0,2960,0,0,879,0
CT451,Metropolitan,0,1592,0,122,824,0
CT452,Metropolitan,0,0,0,179,778,0
CT453,Metropolitan,0,0,0,0,0,0
CT454,Metropolitan,0,830,0,0,0,0
CT455,Metropolitan,0,0,0,198,703,0
CT456,Metropolitan,0,0,0,0,3369,0
CT457,Metropolitan,0,401,0,0,1569,0
CT458,Metropolitan,0,0,0,0,295,0
CT459,Metropolitan,0,0,0,0,0,0
CT460,Metropolitan,0,0,0,0,753,0
CT461,Metropolitan,0,0,116,201,469,0
CT462,Metropolitan,0,142,0,397,2211,0
CT463,Metropolitan,0,0,0,0,442,0
CT464,Metropolitan,0,0,0,0,1482,0
CT465,Metropolitan,0,0,0,0,0,0
CT466,Metropolitan,0,0,0,203,482,0
CT467,Metropolitan,0,334,0,240,2629,0
CT468,Metropolitan,0,215,0,0,799,0
CT469,Metropolitan,0,209,0,115,1360,0
CT470,Metropolitan,0,0,0,0,0,0
CT471,Metropolitan,0,0,195,0,135,0
CT472,Metropolitan,0,938,0,634,1396,0
CT473,Metropolitan,0,0,0,0,0,0
CT474,Metropolitan,0,0,0,0,320,0
CT475,Metropolitan,0,0,0,0,159,0
CT476,Metropolitan,0,0,0,0,2043,0
CT477,Metropolitan,0,142,0,0,1999,0
